,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.3605261036572353,22,30,67,0.4,50,rough
1,1,23,0.12617320681130725,9,30,67,0.4,50,rough
2,2,21,0.5769969872497501,38,30,67,0.4,50,rough
3,3,20,0.4459701866343787,29,30,67,0.4,50,rough
4,4,19,0.3044167031324064,20,30,67,0.4,50,rough
5,5,24,0.5786383378249931,38,30,67,0.4,50,rough
6,6,25,1.0,66,30,67,0.4,50,rough
7,7,26,0.5120680434009408,35,30,67,0.4,50,rough
8,8,27,0.22674491064330812,14,30,67,0.4,50,rough
9,9,28,0.23031682261874378,17,30,67,0.4,50,rough
10,10,29,0.32561749566096754,22,30,67,0.4,50,rough
