,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.15759116987944938,11,33,68,0.2,28,smooth
1,1,16,0.14310022987326101,8,33,68,0.2,28,smooth
2,2,17,0.2721918517093892,18,33,68,0.2,28,smooth
3,3,18,0.4689741750163109,31,33,68,0.2,28,smooth
4,4,19,0.6215563360262073,43,33,68,0.2,28,smooth
5,5,20,0.5355844461225168,36,33,68,0.2,28,smooth
6,6,19,0.6215563360262073,41,33,68,0.2,28,smooth
7,7,18,0.4689741750163109,30,33,68,0.2,28,smooth
8,8,19,0.6215563360262073,43,33,68,0.2,28,smooth
9,9,18,0.4689741750163109,33,33,68,0.2,28,smooth
10,10,19,0.6215563360262073,41,33,68,0.2,28,smooth
