,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,26,0.02033105620695236,2,26,68,0.2,23,smooth
1,1,25,0.1251272720774748,7,26,68,0.2,23,smooth
2,2,24,0.30966363298922495,22,26,68,0.2,23,smooth
3,3,23,0.49645979579734617,34,26,68,0.2,23,smooth
4,4,22,0.6207727266239378,41,26,68,0.2,23,smooth
5,5,21,0.7153570715603615,49,26,68,0.2,23,smooth
6,6,20,0.8696621929072221,57,26,68,0.2,23,smooth
7,7,19,1.0,66,26,68,0.2,23,smooth
8,8,18,0.913144800128626,63,26,68,0.2,23,smooth
9,9,17,0.619580551738059,41,26,68,0.2,23,smooth
10,10,16,0.2965374464171663,20,26,68,0.2,23,smooth
