,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,10,0.42667508623071804,33,11,76,0,46,smooth
1,1,11,0.3041842127512766,24,11,76,0,46,smooth
2,2,12,0.3428826466609615,24,11,76,0,46,smooth
3,3,13,0.4768437989224892,36,11,76,0,46,smooth
4,4,14,0.5482240170044905,41,11,76,0,46,smooth
5,5,15,0.5219982919602216,39,11,76,0,46,smooth
6,6,16,0.49698399806675614,37,11,76,0,46,smooth
7,7,17,0.5208937951364767,40,11,76,0,46,smooth
8,8,18,0.5369527674197859,41,11,76,0,46,smooth
9,9,19,0.5345222037205756,40,11,76,0,46,smooth
10,10,20,0.5129970642778,39,11,76,0,46,smooth
