,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.2615081966665483,17,2,64,1,28,smooth
1,1,9,0.5550367811934613,35,2,64,1,28,smooth
2,2,10,0.5612393752927937,37,2,64,1,28,smooth
3,3,11,0.2990342341208278,19,2,64,1,28,smooth
4,4,9,0.5550367811934613,34,2,64,1,28,smooth
5,5,10,0.5612393752927937,36,2,64,1,28,smooth
6,6,9,0.5550367811934613,36,2,64,1,28,smooth
7,7,10,0.5612393752927937,36,2,64,1,28,smooth
8,8,9,0.5550367811934613,36,2,64,1,28,smooth
9,9,10,0.5612393752927937,36,2,64,1,28,smooth
10,10,9,0.5550367811934613,35,2,64,1,28,smooth
