,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,18,0.3252517192907896,19,6,66,0.2,74,smooth
1,1,19,0.10140121103991097,5,6,66,0.2,74,smooth
2,2,17,0.6092135904892688,42,6,66,0.2,74,smooth
3,3,16,0.8666690724497781,58,6,66,0.2,74,smooth
4,4,15,1.0,66,6,66,0.2,74,smooth
5,5,14,0.9552314851015172,64,6,66,0.2,74,smooth
6,6,13,0.7489054898283981,48,6,66,0.2,74,smooth
7,7,20,0.0,0,6,66,0.2,74,smooth
8,8,21,0.009104776997389548,0,6,66,0.2,74,smooth
9,9,22,0.0656988704091443,4,6,66,0.2,74,smooth
10,10,23,0.18354177247738074,11,6,66,0.2,74,smooth
