,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,7,1.0,61,34,60,0.6,12,rough
1,1,8,0.8172115470632542,51,34,60,0.6,12,rough
2,2,9,0.5246454200640559,33,34,60,0.6,12,rough
3,3,6,0.6395516827179778,40,34,60,0.6,12,rough
4,4,7,1.0,60,34,60,0.6,12,rough
5,5,10,0.019697825375690394,0,34,60,0.6,12,rough
6,6,5,0.3091599977992969,17,34,60,0.6,12,rough
7,7,4,0.4281788601081035,24,34,60,0.6,12,rough
8,8,3,0.43968258114478603,27,34,60,0.6,12,rough
9,9,2,0.0,3,34,60,0.6,12,rough
10,10,1,0.30017798737620843,18,34,60,0.6,12,rough
