,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,20,0.0,1,34,73,0,26,smooth
1,1,19,0.23799774130774182,17,34,73,0,26,smooth
2,2,18,0.38986387775628206,26,34,73,0,26,smooth
3,3,17,0.3865724709952218,29,34,73,0,26,smooth
4,4,16,0.5004607487492915,34,34,73,0,26,smooth
5,5,15,0.7884426473342905,58,34,73,0,26,smooth
6,6,14,1.0,72,34,73,0,26,smooth
7,7,13,0.9416350039466721,68,34,73,0,26,smooth
8,8,12,0.6965523342161091,50,34,73,0,26,smooth
9,9,11,0.5255551189865085,37,34,73,0,26,smooth
10,10,10,0.5206256019928701,40,34,73,0,26,smooth
