,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.12880771684285158,9,8,71,0.2,16,rough
1,1,2,0.7943865271211237,57,8,71,0.2,16,rough
2,2,3,0.9715097066051628,71,8,71,0.2,16,rough
3,3,4,0.8604519538022272,62,8,71,0.2,16,rough
4,4,5,0.5340721961438706,37,8,71,0.2,16,rough
5,5,3,0.9715097066051628,70,8,71,0.2,16,rough
6,6,4,0.8604519538022272,60,8,71,0.2,16,rough
7,7,3,0.9715097066051628,68,8,71,0.2,16,rough
8,8,2,0.7943865271211237,58,8,71,0.2,16,rough
9,9,3,0.9715097066051628,69,8,71,0.2,16,rough
10,10,4,0.8604519538022272,61,8,71,0.2,16,rough
