,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,2,0.2699007478325084,18,14,60,0,35,rough
1,1,3,0.2135064742428969,11,14,60,0,35,rough
2,2,4,0.30486093130629816,20,14,60,0,35,rough
3,3,5,0.2518444159423507,15,14,60,0,35,rough
4,4,6,0.43350906350807766,27,14,60,0,35,rough
5,5,7,0.536962438365207,33,14,60,0,35,rough
6,6,8,0.44476167646166304,27,14,60,0,35,rough
7,7,9,0.6346036384231863,39,14,60,0,35,rough
8,8,10,0.6015967713897674,36,14,60,0,35,rough
9,9,11,0.4519758847934451,26,14,60,0,35,rough
10,10,12,0.3488361525184188,21,14,60,0,35,rough
