,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.06117540453028253,4,18,69,0.8,12,smooth
1,1,22,0.19241703166909546,13,18,69,0.8,12,smooth
2,2,23,0.4091885760361319,29,18,69,0.8,12,smooth
3,3,24,0.6649180656737889,47,18,69,0.8,12,smooth
4,4,25,0.8759755949585178,61,18,69,0.8,12,smooth
5,5,26,0.9868090207464583,68,18,69,0.8,12,smooth
6,6,27,1.0,68,18,69,0.8,12,smooth
7,7,28,0.9380172889229371,64,18,69,0.8,12,smooth
8,8,29,0.8242552670877565,56,18,69,0.8,12,smooth
9,9,30,0.6993000122023717,48,18,69,0.8,12,smooth
10,10,25,0.8759755949585178,63,18,69,0.8,12,smooth
