,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,13,0.16262352142474082,9,12,62,0,15,smooth
1,1,14,0.4349181320521283,28,12,62,0,15,smooth
2,2,15,0.8157744896305118,49,12,62,0,15,smooth
3,3,16,0.9907425563928741,63,12,62,0,15,smooth
4,4,17,0.8752740502852976,53,12,62,0,15,smooth
5,5,18,0.6205030459958362,37,12,62,0,15,smooth
6,6,15,0.8157744896305118,52,12,62,0,15,smooth
7,7,16,0.9907425563928741,64,12,62,0,15,smooth
8,8,17,0.8752740502852976,56,12,62,0,15,smooth
9,9,15,0.8157744896305118,52,12,62,0,15,smooth
10,10,16,0.9907425563928741,62,12,62,0,15,smooth
