,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.48980295786237077,37,39,73,1,1,rough
1,1,27,0.708934980374249,52,39,73,1,1,rough
2,2,29,0.2474996645945452,16,39,73,1,1,rough
3,3,26,0.6440316899953508,47,39,73,1,1,rough
4,4,25,0.32361478086617196,24,39,73,1,1,rough
5,5,24,0.395149288889037,30,39,73,1,1,rough
6,6,23,0.5720176132910705,42,39,73,1,1,rough
7,7,22,0.4885022202526058,35,39,73,1,1,rough
8,8,27,0.708934980374249,51,39,73,1,1,rough
9,9,28,0.48980295786237077,37,39,73,1,1,rough
10,10,27,0.708934980374249,51,39,73,1,1,rough
