,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.4424304014199201,29,15,61,0,35,smooth
1,1,2,0.44241426121662314,28,15,61,0,35,smooth
2,2,3,0.5667348055888864,35,15,61,0,35,smooth
3,3,4,0.7198046931308051,44,15,61,0,35,smooth
4,4,5,0.8756762757777076,52,15,61,0,35,smooth
5,5,6,1.0,61,15,61,0,35,smooth
6,6,7,0.9782609206084004,61,15,61,0,35,smooth
7,7,8,0.7897885654189625,49,15,61,0,35,smooth
8,8,9,0.5891996171546341,36,15,61,0,35,smooth
9,9,10,0.493132267484911,30,15,61,0,35,smooth
10,10,11,0.4973679656428531,29,15,61,0,35,smooth
