,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.3841351757692955,29,36,74,0.2,64,smooth
1,1,7,0.24962429237364994,19,36,74,0.2,64,smooth
2,2,9,0.6509396239863302,49,36,74,0.2,64,smooth
3,3,10,0.8419132415680805,62,36,74,0.2,64,smooth
4,4,11,0.9439160664377791,70,36,74,0.2,64,smooth
5,5,12,1.0,73,36,74,0.2,64,smooth
6,6,13,0.9310868035614035,67,36,74,0.2,64,smooth
7,7,14,0.7153738460737423,53,36,74,0.2,64,smooth
8,8,15,0.5627487657911455,43,36,74,0.2,64,smooth
9,9,16,0.6535110178599335,48,36,74,0.2,64,smooth
10,10,17,0.8141445974114907,60,36,74,0.2,64,smooth
