,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.04929172473156425,3,7,65,0,33,smooth
1,1,24,0.34678761792195345,22,7,65,0,33,smooth
2,2,25,0.726408910035048,48,7,65,0,33,smooth
3,3,26,0.8930266146657662,58,7,65,0,33,smooth
4,4,27,0.7798297914266749,50,7,65,0,33,smooth
5,5,28,0.6130491126901965,39,7,65,0,33,smooth
6,6,25,0.726408910035048,46,7,65,0,33,smooth
7,7,26,0.8930266146657662,58,7,65,0,33,smooth
8,8,25,0.726408910035048,46,7,65,0,33,smooth
9,9,26,0.8930266146657662,60,7,65,0,33,smooth
10,10,25,0.726408910035048,47,7,65,0,33,smooth
