,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,26,0.02033105620695236,1,26,73,0.4,34,smooth
1,1,25,0.1251272720774748,8,26,73,0.4,34,smooth
2,2,24,0.30966363298922495,23,26,73,0.4,34,smooth
3,3,23,0.49645979579734617,38,26,73,0.4,34,smooth
4,4,22,0.6207727266239378,45,26,73,0.4,34,smooth
5,5,21,0.7153570715603615,54,26,73,0.4,34,smooth
6,6,20,0.8696621929072221,63,26,73,0.4,34,smooth
7,7,19,1.0,74,26,73,0.4,34,smooth
8,8,18,0.913144800128626,68,26,73,0.4,34,smooth
9,9,17,0.619580551738059,46,26,73,0.4,34,smooth
10,10,18,0.913144800128626,68,26,73,0.4,34,smooth
