,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.3789632337383859,31,4,78,0,79,rough
1,1,24,0.632342781548526,50,4,78,0,79,rough
2,2,25,0.8212411761701928,64,4,78,0,79,rough
3,3,26,0.6813777388576087,53,4,78,0,79,rough
4,4,27,0.5438974122079622,43,4,78,0,79,rough
5,5,28,0.0,0,4,78,0,79,rough
6,6,25,0.8212411761701928,64,4,78,0,79,rough
7,7,24,0.632342781548526,49,4,78,0,79,rough
8,8,25,0.8212411761701928,62,4,78,0,79,rough
9,9,24,0.632342781548526,50,4,78,0,79,rough
10,10,25,0.8212411761701928,63,4,78,0,79,rough
