,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.4993348619526304,34,10,67,0,71,smooth
1,1,2,0.5356488591539769,37,10,67,0,71,smooth
2,2,3,0.5978147399985966,39,10,67,0,71,smooth
3,3,4,0.6391426995242028,43,10,67,0,71,smooth
4,4,5,0.573424999444642,40,10,67,0,71,smooth
5,5,6,0.44589061385168444,29,10,67,0,71,smooth
6,6,7,0.37079851452242074,26,10,67,0,71,smooth
7,7,8,0.35960917715652857,24,10,67,0,71,smooth
8,8,9,0.41419182482629213,27,10,67,0,71,smooth
9,9,10,0.5402996893463663,35,10,67,0,71,smooth
10,10,11,0.6563840748446259,43,10,67,0,71,smooth
