,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,27,0.3557980950065754,24,8,69,0,67,smooth
1,1,26,0.45129388028538137,31,8,69,0,67,smooth
2,2,25,0.4755274241819322,32,8,69,0,67,smooth
3,3,24,0.46082761093202373,33,8,69,0,67,smooth
4,4,28,0.3051534556654526,20,8,69,0,67,smooth
5,5,29,0.29864282538004083,19,8,69,0,67,smooth
6,6,23,0.5363882378941637,36,8,69,0,67,smooth
7,7,22,0.6219448101366961,44,8,69,0,67,smooth
8,8,21,0.6113177045644982,44,8,69,0,67,smooth
9,9,20,0.5605055622713453,37,8,69,0,67,smooth
10,10,19,0.4903239299446181,34,8,69,0,67,smooth
