,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,12,0.43364113723498204,28,20,64,1,37,smooth
1,1,13,0.3473188344611166,24,20,64,1,37,smooth
2,2,11,0.4970772499780818,31,20,64,1,37,smooth
3,3,10,0.4960656156447567,33,20,64,1,37,smooth
4,4,9,0.34028702833383423,21,20,64,1,37,smooth
5,5,14,0.22240736632140698,14,20,64,1,37,smooth
6,6,15,0.15789578412695854,10,20,64,1,37,smooth
7,7,16,0.24636195760732174,18,20,64,1,37,smooth
8,8,17,0.432799625411233,27,20,64,1,37,smooth
9,9,18,0.6511280457304155,41,20,64,1,37,smooth
10,10,19,0.8657050895916107,57,20,64,1,37,smooth
