,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.7153412934608275,51,22,71,0.8,11,rough
1,1,29,0.5176026948077093,37,22,71,0.8,11,rough
2,2,28,1.0,71,22,71,0.8,11,rough
3,3,27,0.95637776452589,68,22,71,0.8,11,rough
4,4,26,0.63077365936616,45,22,71,0.8,11,rough
5,5,25,0.17280625763209997,11,22,71,0.8,11,rough
6,6,28,1.0,71,22,71,0.8,11,rough
7,7,29,0.5176026948077093,37,22,71,0.8,11,rough
8,8,27,0.95637776452589,67,22,71,0.8,11,rough
9,9,28,1.0,71,22,71,0.8,11,rough
10,10,29,0.5176026948077093,36,22,71,0.8,11,rough
