,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.5283079665477357,39,8,74,0.2,61,rough
1,1,10,0.41710344739849636,32,8,74,0.2,61,rough
2,2,11,0.6459187672257226,48,8,74,0.2,61,rough
3,3,12,0.6747111689714541,50,8,74,0.2,61,rough
4,4,13,0.6242994293834844,45,8,74,0.2,61,rough
5,5,14,0.456664753828438,35,8,74,0.2,61,rough
6,6,15,0.2864179026369994,19,8,74,0.2,61,rough
7,7,11,0.6459187672257226,48,8,74,0.2,61,rough
8,8,12,0.6747111689714541,51,8,74,0.2,61,rough
9,9,13,0.6242994293834844,44,8,74,0.2,61,rough
10,10,11,0.6459187672257226,47,8,74,0.2,61,rough
