,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.0,2,24,63,0,8,smooth
1,1,5,0.09005114287247813,5,24,63,0,8,smooth
2,2,6,0.34671594460775984,21,24,63,0,8,smooth
3,3,7,0.6620576666663932,43,24,63,0,8,smooth
4,4,8,0.9068470642522731,57,24,63,0,8,smooth
5,5,9,1.0,64,24,63,0,8,smooth
6,6,10,0.922082235799452,60,24,63,0,8,smooth
7,7,9,1.0,63,24,63,0,8,smooth
8,8,8,0.9068470642522731,57,24,63,0,8,smooth
9,9,7,0.6620576666663932,41,24,63,0,8,smooth
10,10,6,0.34671594460775984,22,24,63,0,8,smooth
