,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.3015625382890858,24,12,79,0,66,rough
1,1,26,0.23721864036043908,20,12,79,0,66,rough
2,2,24,0.2567957678917096,20,12,79,0,66,rough
3,3,23,0.37765921513171863,32,12,79,0,66,rough
4,4,22,0.32654303644606864,27,12,79,0,66,rough
5,5,27,0.0,0,12,79,0,66,rough
6,6,28,0.0838380014718469,5,12,79,0,66,rough
7,7,21,0.16065426442817898,13,12,79,0,66,rough
8,8,29,0.40897025868095505,33,12,79,0,66,rough
9,9,30,0.536591386331244,42,12,79,0,66,rough
10,10,29,0.40897025868095505,32,12,79,0,66,rough
