,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.09005114287247813,5,24,71,0.6,43,smooth
1,1,6,0.34671594460775984,23,24,71,0.6,43,smooth
2,2,7,0.6620576666663932,46,24,71,0.6,43,smooth
3,3,8,0.9068470642522731,64,24,71,0.6,43,smooth
4,4,9,1.0,72,24,71,0.6,43,smooth
5,5,10,0.922082235799452,66,24,71,0.6,43,smooth
6,6,11,0.751695372131809,53,24,71,0.6,43,smooth
7,7,12,0.6038025896622993,42,24,71,0.6,43,smooth
8,8,9,1.0,70,24,71,0.6,43,smooth
9,9,8,0.9068470642522731,66,24,71,0.6,43,smooth
10,10,7,0.6620576666663932,49,24,71,0.6,43,smooth
