,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,14,0.4865009995963233,39,25,78,0.4,19,smooth
1,1,15,0.45671478969019946,36,25,78,0.4,19,smooth
2,2,16,0.4960555805380899,39,25,78,0.4,19,smooth
3,3,13,0.5338924283838866,42,25,78,0.4,19,smooth
4,4,17,0.57992032257058,46,25,78,0.4,19,smooth
5,5,18,0.6022751294206893,48,25,78,0.4,19,smooth
6,6,19,0.46821806831579105,36,25,78,0.4,19,smooth
7,7,12,0.5522743791946265,44,25,78,0.4,19,smooth
8,8,20,0.23436653004093735,17,25,78,0.4,19,smooth
9,9,11,0.573711095576146,46,25,78,0.4,19,smooth
10,10,17,0.57992032257058,46,25,78,0.4,19,smooth
