,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,11,0.2713331821862329,19,18,70,0,41,smooth
1,1,12,0.38862910305436804,27,18,70,0,41,smooth
2,2,13,0.48218204866833086,33,18,70,0,41,smooth
3,3,14,0.5029285599157197,37,18,70,0,41,smooth
4,4,15,0.4830224838102971,34,18,70,0,41,smooth
5,5,16,0.4278770556484276,33,18,70,0,41,smooth
6,6,17,0.30092878613474844,21,18,70,0,41,smooth
7,7,18,0.12554275909305168,8,18,70,0,41,smooth
8,8,15,0.4830224838102971,35,18,70,0,41,smooth
9,9,14,0.5029285599157197,35,18,70,0,41,smooth
10,10,13,0.48218204866833086,35,18,70,0,41,smooth
