,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,29,0.3304080254866764,26,12,73,0,38,smooth
1,1,28,0.6261286161189863,45,12,73,0,38,smooth
2,2,27,0.6438602092037434,45,12,73,0,38,smooth
3,3,26,0.45750925354642735,35,12,73,0,38,smooth
4,4,25,0.40226238677885723,29,12,73,0,38,smooth
5,5,24,0.63118597572704,47,12,73,0,38,smooth
6,6,23,0.9394512533106503,69,12,73,0,38,smooth
7,7,22,1.0,73,12,73,0,38,smooth
8,8,21,0.77105888578032,56,12,73,0,38,smooth
9,9,23,0.9394512533106503,69,12,73,0,38,smooth
10,10,22,1.0,72,12,73,0,38,smooth
