,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.020132609858951784,1,28,61,0,55,rough
1,1,2,0.0,0,28,61,0,55,rough
2,2,3,0.026462249784343025,1,28,61,0,55,rough
3,3,4,0.1848331125605884,12,28,61,0,55,rough
4,4,5,0.19782330666457554,11,28,61,0,55,rough
5,5,6,0.19116345440267873,14,28,61,0,55,rough
6,6,7,0.3379684085871966,22,28,61,0,55,rough
7,7,8,0.8042491713976032,50,28,61,0,55,rough
8,8,9,0.9368246020200908,57,28,61,0,55,rough
9,9,10,0.6680373901576594,41,28,61,0,55,rough
10,10,8,0.8042491713976032,48,28,61,0,55,rough
