,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,10,0.4960656156447567,33,20,67,0.4,32,smooth
1,1,11,0.4970772499780818,33,20,67,0.4,32,smooth
2,2,12,0.43364113723498204,29,20,67,0.4,32,smooth
3,3,13,0.3473188344611166,22,20,67,0.4,32,smooth
4,4,14,0.22240736632140698,16,20,67,0.4,32,smooth
5,5,9,0.34028702833383423,23,20,67,0.4,32,smooth
6,6,8,0.09794385277652874,8,20,67,0.4,32,smooth
7,7,7,0.0,0,20,67,0.4,32,smooth
8,8,15,0.15789578412695854,10,20,67,0.4,32,smooth
9,9,16,0.24636195760732174,17,20,67,0.4,32,smooth
10,10,17,0.432799625411233,29,20,67,0.4,32,smooth
