,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.28579813381913005,15,31,62,0,73,smooth
1,1,14,0.14212656528283116,10,31,62,0,73,smooth
2,2,16,0.4322232779996376,25,31,62,0,73,smooth
3,3,17,0.45904537853863686,30,31,62,0,73,smooth
4,4,18,0.25642148233894063,16,31,62,0,73,smooth
5,5,19,0.0,1,31,62,0,73,smooth
6,6,16,0.4322232779996376,25,31,62,0,73,smooth
7,7,17,0.45904537853863686,29,31,62,0,73,smooth
8,8,16,0.4322232779996376,26,31,62,0,73,smooth
9,9,17,0.45904537853863686,28,31,62,0,73,smooth
10,10,16,0.4322232779996376,27,31,62,0,73,smooth
