,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.2231820580279656,14,13,63,0,21,smooth
1,1,23,0.26508923482942687,16,13,63,0,21,smooth
2,2,24,0.37007338242771814,24,13,63,0,21,smooth
3,3,25,0.5688641647175368,36,13,63,0,21,smooth
4,4,26,0.828632772158036,55,13,63,0,21,smooth
5,5,27,1.0,64,13,63,0,21,smooth
6,6,28,0.999040540390667,62,13,63,0,21,smooth
7,7,29,0.8988260295375563,57,13,63,0,21,smooth
8,8,30,0.7679119631727531,48,13,63,0,21,smooth
9,9,21,0.2463321778884402,17,13,63,0,21,smooth
10,10,20,0.30936436431903186,22,13,63,0,21,smooth
