,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,14,0.041085626170292384,4,34,76,1,15,rough
1,1,15,0.23149236668841078,17,34,76,1,15,rough
2,2,16,0.07927695505244256,8,34,76,1,15,rough
3,3,17,0.6284445147034865,48,34,76,1,15,rough
4,4,18,0.7498194276422357,57,34,76,1,15,rough
5,5,19,0.2711232526705856,23,34,76,1,15,rough
6,6,18,0.7498194276422357,57,34,76,1,15,rough
7,7,17,0.6284445147034865,48,34,76,1,15,rough
8,8,20,0.266112785525728,20,34,76,1,15,rough
9,9,18,0.7498194276422357,57,34,76,1,15,rough
10,10,17,0.6284445147034865,49,34,76,1,15,rough
