,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.12880771684285158,8,8,60,0.4,53,rough
1,1,2,0.7943865271211237,48,8,60,0.4,53,rough
2,2,3,0.9715097066051628,57,8,60,0.4,53,rough
3,3,4,0.8604519538022272,51,8,60,0.4,53,rough
4,4,5,0.5340721961438706,33,8,60,0.4,53,rough
5,5,3,0.9715097066051628,59,8,60,0.4,53,rough
6,6,2,0.7943865271211237,46,8,60,0.4,53,rough
7,7,3,0.9715097066051628,58,8,60,0.4,53,rough
8,8,4,0.8604519538022272,52,8,60,0.4,53,rough
9,9,2,0.7943865271211237,48,8,60,0.4,53,rough
10,10,3,0.9715097066051628,59,8,60,0.4,53,rough
