,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.3727790063324698,25,10,68,0.8,4,smooth
1,1,27,0.4813356256272027,33,10,68,0.8,4,smooth
2,2,29,0.27845329185908807,19,10,68,0.8,4,smooth
3,3,26,0.5344235554546856,38,10,68,0.8,4,smooth
4,4,25,0.4497072422703715,31,10,68,0.8,4,smooth
5,5,30,0.29846978454429185,19,10,68,0.8,4,smooth
6,6,24,0.21084720491583028,14,10,68,0.8,4,smooth
7,7,23,0.0,0,10,68,0.8,4,smooth
8,8,27,0.4813356256272027,32,10,68,0.8,4,smooth
9,9,26,0.5344235554546856,37,10,68,0.8,4,smooth
10,10,27,0.4813356256272027,33,10,68,0.8,4,smooth
