,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,7,0.3926072362400882,28,5,74,0.4,69,smooth
1,1,8,0.2607077777486002,20,5,74,0.4,69,smooth
2,2,9,0.08761746965869353,7,5,74,0.4,69,smooth
3,3,6,0.3700040274140534,28,5,74,0.4,69,smooth
4,4,5,0.3142328048001862,25,5,74,0.4,69,smooth
5,5,4,0.4474638414615687,33,5,74,0.4,69,smooth
6,6,3,0.7325116047659238,53,5,74,0.4,69,smooth
7,7,2,0.9243180579894985,69,5,74,0.4,69,smooth
8,8,1,0.8628498230877252,64,5,74,0.4,69,smooth
9,9,3,0.7325116047659238,52,5,74,0.4,69,smooth
10,10,2,0.9243180579894985,67,5,74,0.4,69,smooth
