,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,24,0.06019080596151077,5,39,76,0.8,24,smooth
1,1,25,0.13546589089653335,10,39,76,0.8,24,smooth
2,2,26,0.21498227732086322,16,39,76,0.8,24,smooth
3,3,27,0.2955838946767434,23,39,76,0.8,24,smooth
4,4,28,0.3738381391688357,28,39,76,0.8,24,smooth
5,5,29,0.4522405649253816,35,39,76,0.8,24,smooth
6,6,30,0.5141727925523562,40,39,76,0.8,24,smooth
7,7,23,0.0,0,39,76,0.8,24,smooth
8,8,22,0.019615445210544532,1,39,76,0.8,24,smooth
9,9,21,0.17176883491303027,12,39,76,0.8,24,smooth
10,10,20,0.4008538394718157,31,39,76,0.8,24,smooth
