,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,2,0.5009654135671209,40,19,77,0.4,15,rough
1,1,3,0.2642533018651916,21,19,77,0.4,15,rough
2,2,4,0.38037599177272763,29,19,77,0.4,15,rough
3,3,5,0.48831164759226814,37,19,77,0.4,15,rough
4,4,1,0.7189100412537902,54,19,77,0.4,15,rough
5,5,6,0.3926874657528152,30,19,77,0.4,15,rough
6,6,7,0.27224301798862266,21,19,77,0.4,15,rough
7,7,8,0.5035127606287736,38,19,77,0.4,15,rough
8,8,9,0.5185585717629998,39,19,77,0.4,15,rough
9,9,10,0.5488188641039033,41,19,77,0.4,15,rough
10,10,11,0.7459675833050228,59,19,77,0.4,15,rough
