,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,27,0.43739252288420477,33,6,76,0.8,37,smooth
1,1,26,0.5788666370012401,45,6,76,0.8,37,smooth
2,2,25,0.576512180845716,42,6,76,0.8,37,smooth
3,3,28,0.31323415583706515,23,6,76,0.8,37,smooth
4,4,29,0.2683729723625874,19,6,76,0.8,37,smooth
5,5,30,0.21645664534554315,17,6,76,0.8,37,smooth
6,6,24,0.39344333388567326,29,6,76,0.8,37,smooth
7,7,23,0.18354177247738074,11,6,76,0.8,37,smooth
8,8,26,0.5788666370012401,44,6,76,0.8,37,smooth
9,9,25,0.576512180845716,44,6,76,0.8,37,smooth
10,10,26,0.5788666370012401,44,6,76,0.8,37,smooth
