,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.2607077777486002,20,5,80,1,81,smooth
1,1,9,0.08761746965869353,8,5,80,1,81,smooth
2,2,7,0.3926072362400882,31,5,80,1,81,smooth
3,3,6,0.3700040274140534,29,5,80,1,81,smooth
4,4,5,0.3142328048001862,26,5,80,1,81,smooth
5,5,4,0.4474638414615687,36,5,80,1,81,smooth
6,6,3,0.7325116047659238,58,5,80,1,81,smooth
7,7,2,0.9243180579894985,73,5,80,1,81,smooth
8,8,1,0.8628498230877252,68,5,80,1,81,smooth
9,9,2,0.9243180579894985,74,5,80,1,81,smooth
10,10,3,0.7325116047659238,59,5,80,1,81,smooth
