,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,23,0.12617320681130725,11,30,66,0,54,rough
1,1,22,0.3605261036572353,23,30,66,0,54,rough
2,2,21,0.5769969872497501,37,30,66,0,54,rough
3,3,24,0.5786383378249931,39,30,66,0,54,rough
4,4,25,1.0,68,30,66,0,54,rough
5,5,26,0.5120680434009408,35,30,66,0,54,rough
6,6,27,0.22674491064330812,16,30,66,0,54,rough
7,7,25,1.0,66,30,66,0,54,rough
8,8,24,0.5786383378249931,39,30,66,0,54,rough
9,9,23,0.12617320681130725,9,30,66,0,54,rough
10,10,25,1.0,67,30,66,0,54,rough
