,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,1.0,67,11,67,0.2,2,rough
1,1,21,0.6266453393296296,41,11,67,0.2,2,rough
2,2,23,0.904253779487103,61,11,67,0.2,2,rough
3,3,24,0.5403152451819,35,11,67,0.2,2,rough
4,4,25,0.44992960032349005,30,11,67,0.2,2,rough
5,5,20,0.3449937959943588,23,11,67,0.2,2,rough
6,6,19,0.23598387903613507,17,11,67,0.2,2,rough
7,7,23,0.904253779487103,61,11,67,0.2,2,rough
8,8,22,1.0,65,11,67,0.2,2,rough
9,9,21,0.6266453393296296,42,11,67,0.2,2,rough
10,10,23,0.904253779487103,62,11,67,0.2,2,rough
