,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,16,0.3686722568245623,31,9,78,0,43,smooth
1,1,17,0.7176450067071728,56,9,78,0,43,smooth
2,2,18,0.9436044923667241,75,9,78,0,43,smooth
3,3,19,1.0,76,9,78,0,43,smooth
4,4,20,0.9035846267706472,69,9,78,0,43,smooth
5,5,19,1.0,78,9,78,0,43,smooth
6,6,18,0.9436044923667241,75,9,78,0,43,smooth
7,7,17,0.7176450067071728,57,9,78,0,43,smooth
8,8,19,1.0,78,9,78,0,43,smooth
9,9,18,0.9436044923667241,74,9,78,0,43,smooth
10,10,19,1.0,78,9,78,0,43,smooth
