,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,29,0.40270340591158144,29,25,69,0.4,9,smooth
1,1,28,0.6451809849839495,45,25,69,0.4,9,smooth
2,2,27,0.8249261808455867,55,25,69,0.4,9,smooth
3,3,26,0.7631571180501049,53,25,69,0.4,9,smooth
4,4,25,0.5105672237726209,36,25,69,0.4,9,smooth
5,5,24,0.22818438083620302,15,25,69,0.4,9,smooth
6,6,27,0.8249261808455867,57,25,69,0.4,9,smooth
7,7,28,0.6451809849839495,46,25,69,0.4,9,smooth
8,8,27,0.8249261808455867,57,25,69,0.4,9,smooth
9,9,28,0.6451809849839495,45,25,69,0.4,9,smooth
10,10,27,0.8249261808455867,57,25,69,0.4,9,smooth
