,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.39849270189954206,22,33,62,0,62,smooth
1,1,29,0.4874818943332892,29,33,62,0,62,smooth
2,2,28,0.6192979901943207,38,33,62,0,62,smooth
3,3,27,0.7263949022943949,44,33,62,0,62,smooth
4,4,26,0.7222878057449496,45,33,62,0,62,smooth
5,5,25,0.5976012288064978,37,33,62,0,62,smooth
6,6,24,0.42939765783958866,27,33,62,0,62,smooth
7,7,23,0.1793276037820016,10,33,62,0,62,smooth
8,8,22,0.0,0,33,62,0,62,smooth
9,9,21,0.19106854195331338,13,33,62,0,62,smooth
10,10,20,0.5355844461225168,33,33,62,0,62,smooth
