,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.05903060443835843,2,25,63,0,77,smooth
1,1,22,0.0,0,25,63,0,77,smooth
2,2,20,0.23436653004093735,15,25,63,0,77,smooth
3,3,19,0.46821806831579105,31,25,63,0,77,smooth
4,4,18,0.6022751294206893,36,25,63,0,77,smooth
5,5,17,0.57992032257058,37,25,63,0,77,smooth
6,6,16,0.4960555805380899,32,25,63,0,77,smooth
7,7,15,0.45671478969019946,31,25,63,0,77,smooth
8,8,14,0.4865009995963233,31,25,63,0,77,smooth
9,9,13,0.5338924283838866,32,25,63,0,77,smooth
10,10,12,0.5522743791946265,36,25,63,0,77,smooth
