,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,12,0.5487384604683339,45,13,80,0,48,rough
1,1,13,0.6990578638337398,56,13,80,0,48,rough
2,2,14,0.8573016022569282,68,13,80,0,48,rough
3,3,15,0.6098707450014589,49,13,80,0,48,rough
4,4,16,0.5113021142354829,40,13,80,0,48,rough
5,5,17,1.0,79,13,80,0,48,rough
6,6,18,0.9898779651100205,78,13,80,0,48,rough
7,7,19,0.585119456900077,48,13,80,0,48,rough
8,8,20,0.4332266864186181,34,13,80,0,48,rough
9,9,19,0.585119456900077,46,13,80,0,48,rough
10,10,18,0.9898779651100205,79,13,80,0,48,rough
