,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.22915808651082128,17,24,69,0.2,38,smooth
1,1,16,0.26192002589765967,18,24,69,0.2,38,smooth
2,2,17,0.40313917457125786,28,24,69,0.2,38,smooth
3,3,18,0.5463270812380823,38,24,69,0.2,38,smooth
4,4,19,0.6564911888878625,45,24,69,0.2,38,smooth
5,5,20,0.732621574324465,52,24,69,0.2,38,smooth
6,6,19,0.6564911888878625,47,24,69,0.2,38,smooth
7,7,18,0.5463270812380823,38,24,69,0.2,38,smooth
8,8,17,0.40313917457125786,28,24,69,0.2,38,smooth
9,9,16,0.26192002589765967,18,24,69,0.2,38,smooth
10,10,15,0.22915808651082128,15,24,69,0.2,38,smooth
