,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,18,0.2323188442879064,17,28,72,0,14,rough
1,1,19,0.636846270253349,45,28,72,0,14,rough
2,2,20,0.9652127306083894,68,28,72,0,14,rough
3,3,21,1.0,71,28,72,0,14,rough
4,4,22,0.7302456119046754,54,28,72,0,14,rough
5,5,23,0.4264702750244219,31,28,72,0,14,rough
6,6,24,0.14350719323096298,10,28,72,0,14,rough
7,7,19,0.636846270253349,46,28,72,0,14,rough
8,8,20,0.9652127306083894,71,28,72,0,14,rough
9,9,21,1.0,71,28,72,0,14,rough
10,10,20,0.9652127306083894,69,28,72,0,14,rough
