,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.4896495768012984,35,27,72,0.4,72,smooth
1,1,5,0.7460892199563453,53,27,72,0.4,72,smooth
2,2,6,0.7763280434400782,56,27,72,0.4,72,smooth
3,3,7,0.597087753798208,42,27,72,0.4,72,smooth
4,4,5,0.7460892199563453,53,27,72,0.4,72,smooth
5,5,6,0.7763280434400782,56,27,72,0.4,72,smooth
6,6,8,0.37827752729866676,27,27,72,0.4,72,smooth
7,7,6,0.7763280434400782,57,27,72,0.4,72,smooth
8,8,5,0.7460892199563453,55,27,72,0.4,72,smooth
9,9,6,0.7763280434400782,58,27,72,0.4,72,smooth
10,10,5,0.7460892199563453,54,27,72,0.4,72,smooth
