,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.3967578375902506,24,16,63,0,59,rough
1,1,5,0.0,0,16,63,0,59,rough
2,2,3,0.4454188633457006,27,16,63,0,59,rough
3,3,2,0.5178657345099678,32,16,63,0,59,rough
4,4,1,0.21259634072359979,13,16,63,0,59,rough
5,5,6,0.08089299769923165,5,16,63,0,59,rough
6,6,7,0.6472938189276805,41,16,63,0,59,rough
7,7,8,0.9735869396765416,61,16,63,0,59,rough
8,8,9,0.7878578282366842,50,16,63,0,59,rough
9,9,10,0.6206789200154424,38,16,63,0,59,rough
10,10,11,0.5698868188600379,37,16,63,0,59,rough
