,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.1281807788331418,11,32,80,0.8,18,smooth
1,1,5,0.4268872318033567,33,32,80,0.8,18,smooth
2,2,6,0.6594606996919687,53,32,80,0.8,18,smooth
3,3,7,0.6609133991634292,53,32,80,0.8,18,smooth
4,4,8,0.6102448899069348,49,32,80,0.8,18,smooth
5,5,9,0.7181598100770484,58,32,80,0.8,18,smooth
6,6,10,0.8265216734120533,65,32,80,0.8,18,smooth
7,7,11,0.6338869968157095,50,32,80,0.8,18,smooth
8,8,12,0.2631959314313359,19,32,80,0.8,18,smooth
9,9,6,0.6594606996919687,53,32,80,0.8,18,smooth
10,10,7,0.6609133991634292,53,32,80,0.8,18,smooth
