,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,5,0.46653471435577637,28,6,61,0,12,smooth
1,1,6,0.38831563190634455,24,6,61,0,12,smooth
2,2,4,0.3450370851743958,23,6,61,0,12,smooth
3,3,3,0.15546655232452175,10,6,61,0,12,smooth
4,4,7,0.21264320055056687,13,6,61,0,12,smooth
5,5,8,0.09898925781577664,6,6,61,0,12,smooth
6,6,2,0.06644448639617807,3,6,61,0,12,smooth
7,7,9,0.06296905374828676,4,6,61,0,12,smooth
8,8,1,0.08358067078108065,7,6,61,0,12,smooth
9,9,10,0.08884411520956448,5,6,61,0,12,smooth
10,10,11,0.21679425747326544,13,6,61,0,12,smooth
