,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.43353600909461565,30,6,73,1,58,rough
1,1,5,0.16944809262696914,12,6,73,1,58,rough
2,2,6,0.3137027734653435,25,6,73,1,58,rough
3,3,7,0.3744445524084639,27,6,73,1,58,rough
4,4,3,0.7125645622989514,52,6,73,1,58,rough
5,5,2,0.19107719698922085,12,6,73,1,58,rough
6,6,4,0.43353600909461565,32,6,73,1,58,rough
7,7,8,0.08091171590781421,6,6,73,1,58,rough
8,8,9,0.18232591955902747,12,6,73,1,58,rough
9,9,1,0.0,0,6,73,1,58,rough
10,10,3,0.7125645622989514,52,6,73,1,58,rough
