,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,14,0.8592335706333678,53,1,62,0.4,8,rough
1,1,15,0.867918144280984,53,1,62,0.4,8,rough
2,2,16,0.8594131523194399,53,1,62,0.4,8,rough
3,3,17,0.6823647950374722,43,1,62,0.4,8,rough
4,4,13,0.6631731427566512,42,1,62,0.4,8,rough
5,5,12,0.32200372011572576,21,1,62,0.4,8,rough
6,6,18,0.20053575589540232,12,1,62,0.4,8,rough
7,7,11,0.01261506086001965,1,1,62,0.4,8,rough
8,8,19,0.0,0,1,62,0.4,8,rough
9,9,15,0.867918144280984,55,1,62,0.4,8,rough
10,10,14,0.8592335706333678,54,1,62,0.4,8,rough
