,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.24461970483814635,17,25,75,0.4,39,rough
1,1,24,0.3021465177909813,22,25,75,0.4,39,rough
2,2,26,0.2922770041543549,21,25,75,0.4,39,rough
3,3,27,0.27208613607123777,23,25,75,0.4,39,rough
4,4,23,0.28085939054959763,21,25,75,0.4,39,rough
5,5,28,0.07565789298543567,6,25,75,0.4,39,rough
6,6,22,0.347845536438343,26,25,75,0.4,39,rough
7,7,21,0.48921812943705667,37,25,75,0.4,39,rough
8,8,29,0.026946619126845383,3,25,75,0.4,39,rough
9,9,20,0.3292257815965153,25,25,75,0.4,39,rough
10,10,19,0.33835685957246653,25,25,75,0.4,39,rough
