,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.5691311997426599,40,12,68,0.2,17,rough
1,1,18,0.25404090248270655,17,12,68,0.2,17,rough
2,2,16,0.9397966312264515,63,12,68,0.2,17,rough
3,3,15,1.0,68,12,68,0.2,17,rough
4,4,14,0.5005065253915096,35,12,68,0.2,17,rough
5,5,13,0.32109106814837,21,12,68,0.2,17,rough
6,6,19,0.44932540306508345,31,12,68,0.2,17,rough
7,7,20,0.27715092711653394,19,12,68,0.2,17,rough
8,8,21,0.16065426442817898,11,12,68,0.2,17,rough
9,9,16,0.9397966312264515,64,12,68,0.2,17,rough
10,10,15,1.0,68,12,68,0.2,17,rough
