,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.4878317157597517,35,5,72,0.6,72,smooth
1,1,27,0.47634595483277714,33,5,72,0.6,72,smooth
2,2,29,0.5092369307182406,37,5,72,0.6,72,smooth
3,3,30,0.6266856005146072,45,5,72,0.6,72,smooth
4,4,26,0.5015125764208248,36,5,72,0.6,72,smooth
5,5,25,0.5259082417487578,38,5,72,0.6,72,smooth
6,6,24,0.47480941520591113,34,5,72,0.6,72,smooth
7,7,23,0.379418039981813,29,5,72,0.6,72,smooth
8,8,29,0.5092369307182406,36,5,72,0.6,72,smooth
9,9,30,0.6266856005146072,44,5,72,0.6,72,smooth
10,10,29,0.5092369307182406,37,5,72,0.6,72,smooth
