,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,6,0.14173790767826183,12,20,78,0,29,smooth
1,1,7,0.0,0,20,78,0,29,smooth
2,2,5,0.34902951819361483,27,20,78,0,29,smooth
3,3,4,0.5029622192676447,38,20,78,0,29,smooth
4,4,3,0.6653064293921147,53,20,78,0,29,smooth
5,5,2,0.8093992717871322,62,20,78,0,29,smooth
6,6,1,0.8369219014951959,66,20,78,0,29,smooth
7,7,8,0.09794385277652874,7,20,78,0,29,smooth
8,8,9,0.34028702833383423,25,20,78,0,29,smooth
9,9,10,0.4960656156447567,36,20,78,0,29,smooth
10,10,11,0.4970772499780818,39,20,78,0,29,smooth
