,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.22033624407431585,16,22,73,0.8,5,rough
1,1,2,0.16972306604534548,12,22,73,0.8,5,rough
2,2,3,0.6199564506577142,44,22,73,0.8,5,rough
3,3,4,0.47768400651377224,35,22,73,0.8,5,rough
4,4,5,0.2031138035872445,15,22,73,0.8,5,rough
5,5,6,0.40773236390006595,32,22,73,0.8,5,rough
6,6,7,0.519606885861228,38,22,73,0.8,5,rough
7,7,8,0.45783365317589086,34,22,73,0.8,5,rough
8,8,9,0.5878000839880909,42,22,73,0.8,5,rough
9,9,10,0.44934659567159596,34,22,73,0.8,5,rough
10,10,11,0.46254079073727217,34,22,73,0.8,5,rough
