,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,9,0.2925005461693849,20,21,73,0.8,15,smooth
1,1,8,0.38961065585928756,30,21,73,0.8,15,smooth
2,2,10,0.12267188262699236,9,21,73,0.8,15,smooth
3,3,7,0.4487617759180018,31,21,73,0.8,15,smooth
4,4,11,0.007325044490403564,1,21,73,0.8,15,smooth
5,5,6,0.5586969535240989,40,21,73,0.8,15,smooth
6,6,5,0.6973475706624677,52,21,73,0.8,15,smooth
7,7,4,0.8206200840533938,60,21,73,0.8,15,smooth
8,8,3,0.9246103388763343,67,21,73,0.8,15,smooth
9,9,2,0.9646803999278067,70,21,73,0.8,15,smooth
10,10,1,0.8618724256949784,63,21,73,0.8,15,smooth
