,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.03814026626908379,3,34,79,0.4,69,rough
1,1,23,0.18368068205669189,15,34,79,0.4,69,rough
2,2,24,0.17826120476731133,14,34,79,0.4,69,rough
3,3,25,0.4296481862376541,33,34,79,0.4,69,rough
4,4,26,0.5312093373283556,43,34,79,0.4,69,rough
5,5,27,0.6276551279619781,49,34,79,0.4,69,rough
6,6,28,0.49641852401379677,40,34,79,0.4,69,rough
7,7,29,0.5067742894605382,40,34,79,0.4,69,rough
8,8,25,0.4296481862376541,35,34,79,0.4,69,rough
9,9,26,0.5312093373283556,43,34,79,0.4,69,rough
10,10,27,0.6276551279619781,49,34,79,0.4,69,rough
