,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,3,0.21582131775533722,15,18,77,0,56,smooth
1,1,4,0.3882861988681735,29,18,77,0,56,smooth
2,2,5,0.6695789393048104,51,18,77,0,56,smooth
3,3,6,0.8905308949830344,68,18,77,0,56,smooth
4,4,7,0.9272849175069938,73,18,77,0,56,smooth
5,5,8,0.7577064841137175,59,18,77,0,56,smooth
6,6,9,0.478811242324549,36,18,77,0,56,smooth
7,7,7,0.9272849175069938,71,18,77,0,56,smooth
8,8,6,0.8905308949830344,69,18,77,0,56,smooth
9,9,7,0.9272849175069938,70,18,77,0,56,smooth
10,10,6,0.8905308949830344,69,18,77,0,56,smooth
